# emapper version: emapper-1.0.3 emapper DB: 4.5.1
# command: ./emapper.py  -i ../Mcavernosa.proteins.fasta --output Mcavernosa_euk -d euk --usemem --cpu 60
# time: Tue Jul 10 03:58:24 2018
#query_name	COG cat	eggNOG annot
Mcavernosa32155	O	ubiquitin carboxyl-terminal hydrolase
Mcavernosa32156	O	ubiquitin carboxyl-terminal hydrolase
Mcavernosa32162	O	protease, serine, 16 (thymus)
Mcavernosa32152	O	ubiquitin carboxyl-terminal hydrolase
Mcavernosa32165	U	fission 1 (mitochondrial outer membrane) homolog (S. cerevisiae)
Mcavernosa32164	J	translation INITIATION FACTOR
Mcavernosa32160	Q	Dehydrogenase
Mcavernosa32166	K	Aristaless related homeobox
Mcavernosa32163	O	protease, serine, 16 (thymus)
Mcavernosa32167	U	Importin subunit alpha
Mcavernosa32173	S	Inherit from biNOG: Reverse transcriptase (RNA-dependent DNA polymerase)
Mcavernosa32174	S	Endonuclease/Exonuclease/phosphatase family
Mcavernosa32175	L	NA
Mcavernosa32172	S	Reverse transcriptase (RNA-dependent DNA polymerase)
Mcavernosa32190	L	Structural maintenance of chromosomes
Mcavernosa32195	S	NA
Mcavernosa32188	S	Coiled-coil domain containing 91
Mcavernosa32183	P	Solute carrier family 28 (Sodium-coupled nucleoside transporter), member
Mcavernosa32180	T	PTK7 protein tyrosine kinase 7
Mcavernosa32197	S	NA
Mcavernosa32200	S	lipoxygenase homology domains 1
Mcavernosa32199	S	lipoxygenase homology domains 1
Mcavernosa32201	S	lipoxygenase homology domains 1
Mcavernosa32209	G	F5/8 type C domain
Mcavernosa32215	S	RNA binding motif protein 45
Mcavernosa32213	S	myeloid lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)
Mcavernosa32212	T	EF-hand calcium binding domain 1
Mcavernosa32227	K	transcription factor
Mcavernosa32230	K	protein dimerization activity
Mcavernosa32224	S	chromosome 10 open reading frame 67
Mcavernosa32226	S	chromosome 10 open reading frame 67
Mcavernosa32221	O	DnaJ (Hsp40) homolog, subfamily C, member 1
Mcavernosa32234	S	lipoxygenase homology domains 1
Mcavernosa32235	P, T	lipoxygenase homology domains 1
Mcavernosa32241	S	NA
Mcavernosa32240	S	NA
Mcavernosa32238	S	NA
Mcavernosa32237	S	NA
Mcavernosa32254	S	Hydra magnipapillata
Mcavernosa32249	S	NA
Mcavernosa32263	S	sperm associated antigen 17
Mcavernosa32257	S	integrase core domain protein
Mcavernosa32266	S	sperm associated antigen 17
Mcavernosa32271	G	UDP-Gal betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1
Mcavernosa32278	K	wd repeat
Mcavernosa32281	S	MULE transposase domain
Mcavernosa32277	G	UDP-Gal betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5
Mcavernosa32279	J	phosphatidylethanolamine-binding protein
Mcavernosa32268	T	Cadherins are calcium dependent cell adhesion proteins (By similarity)
Mcavernosa32267	T	Cadherins are calcium dependent cell adhesion proteins (By similarity)
Mcavernosa32275	T	Cadherins are calcium dependent cell adhesion proteins (By similarity)
Mcavernosa32270	G	UDP-GlcNAc betaGal beta-1,3-N-acetylglucosaminyltransferase 5
Mcavernosa32284	S	GLI pathogenesis-related 2
Mcavernosa32286	T	Notch ligand involved in the mediation of Notch signaling (By similarity)
Mcavernosa32290	E	peptidase M20 domain containing 2
Mcavernosa32288	E	peptidase M20 domain containing 2
Mcavernosa32287	E	peptidase M20 domain containing 2
Mcavernosa32298	N	leucine rich repeat containing
Mcavernosa32301	H	regulator of
Mcavernosa32295	E	peptidase M20 domain containing 2
Mcavernosa32297	E	peptidase M20 domain containing 2
Mcavernosa32293	E	peptidase M20 domain containing 2
Mcavernosa32302	Q	dioxygenase
Mcavernosa32305	U	Ras-related protein
Mcavernosa32303	C	NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase)
Mcavernosa32304	U	Ras-related protein
Mcavernosa32307	S	NA
Mcavernosa32316	S	transmembrane protein 223
Mcavernosa32309	O	Leukocyte cell-derived chemotaxin 2
Mcavernosa32313	T	adrenoceptor alpha
Mcavernosa32311	T	adrenoceptor alpha
Mcavernosa32317	P	Sodium hydrogen exchanger
Mcavernosa32312	T	adrenoceptor alpha
Mcavernosa32315	S	piggyBac transposable element derived 4
Mcavernosa32310	O	Leukocyte cell-derived chemotaxin 2
Mcavernosa32314	S	piggyBac transposable element derived 4
Mcavernosa32323	S	Protein of unknown function (DUF1180)
Mcavernosa32321	T	G2F domain
Mcavernosa32326	G	Arylamine N-acetyltransferase
Mcavernosa32319	E	aminotransferase
Mcavernosa32329	G	Arylamine N-acetyltransferase
Mcavernosa32320	O	Tubulin tyrosine ligase-like family, member
Mcavernosa32325	G	Arylamine N-acetyltransferase
Mcavernosa32327	G	Arylamine N-acetyltransferase
Mcavernosa32324	W	thrombospondin-type laminin G domain and EAR repeats
Mcavernosa32334	L	helicase
Mcavernosa32341	S	NA
Mcavernosa32331	L	DEAD H (Asp-Glu-Ala-Asp His) box helicase 11
Mcavernosa32333	L	DEAD H (Asp-Glu-Ala-Asp His) box helicase 11
Mcavernosa32335	S	chromosome 11 open reading frame 82
Mcavernosa32339	S	storkhead box
Mcavernosa32338	U	member RAS oncogene family
Mcavernosa32337	U	member RAS oncogene family
Mcavernosa32330	T	DNA-damage regulated autophagy modulator
Mcavernosa32343	S	YqaJ-like viral recombinase domain
Mcavernosa32345	S	NA
Mcavernosa32344	K	DNA-directed RNA Polymerase
Mcavernosa32347	B	histone h2a
Mcavernosa32350	T	eph receptor
Mcavernosa32346	P	Potassium large conductance calcium-activated channel, subfamily M, alpha member 1
Mcavernosa32352	T	fibroblast growth factor receptor
Mcavernosa32349	T	eph receptor
Mcavernosa32353	T	eph receptor
Mcavernosa32359	S	NA
Mcavernosa32358	O	Ring finger protein
Mcavernosa32357	S	NA
Mcavernosa32356	T	eph receptor
Mcavernosa32361	S	NA
Mcavernosa32360	S	NA
Mcavernosa32366	S	protein Hydra magnipapillata
Mcavernosa32364	S	NA
Mcavernosa32373	T	7 transmembrane receptor (Secretin family)
Mcavernosa32367	S	NA
Mcavernosa32388	O	Tnf receptor-associated factor 2
Mcavernosa32377	O	Sulfotransferase family
Mcavernosa32387	I	carnitine O-acetyltransferase
Mcavernosa32381	O	Sulfotransferase family
Mcavernosa32390	O	Tnf receptor-associated factor 2
Mcavernosa32378	G	fucosidase, alpha-L
Mcavernosa32379	G	fucosidase, alpha-L
Mcavernosa32383	Q	monooxygenase activity
Mcavernosa32384	Q	monooxygenase activity
Mcavernosa32386	S	zinc finger, DHHC-type containing 12
Mcavernosa32392	W	Cofilin/tropomyosin-type actin-binding protein
Mcavernosa32397	D	Cell division control protein
Mcavernosa32394	E	SV2 related protein homolog (rat)
Mcavernosa32400	S	fibronectin type III and ankyrin repeat domains 1
Mcavernosa32391	O	Tnf receptor-associated factor 2
Mcavernosa32396	K	Mediator complex subunit 19
Mcavernosa32405	S	NA
Mcavernosa32403	T	RIMS binding protein
Mcavernosa32401	P	f-box protein 3
Mcavernosa32404	G	ATH1, acid trehalase-like 1 (yeast)
Mcavernosa32402	T	RIMS binding protein
Mcavernosa32410	C	Pyruvate dehydrogenase
Mcavernosa32407	T	Rab interacting lysosomal protein-like 1
Mcavernosa32408	K	mediator complex subunit 16
Mcavernosa32414	O	antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5
Mcavernosa32418	A	KH domain containing, RNA binding, signal transduction associated
Mcavernosa32412	Z	Growth-Arrest-Specific Protein 2 Domain
Mcavernosa32413	Z	Growth-Arrest-Specific Protein 2 Domain
Mcavernosa32417	O	antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5
Mcavernosa32415	O	antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5
Mcavernosa32422	G	Fumarylacetoacetase
Mcavernosa32421	Z	Growth-Arrest-Specific Protein 2 Domain
Mcavernosa32423	S	NA
Mcavernosa32430	T	receptor, type
Mcavernosa32431	T	Protein tyrosine phosphatase, non-receptor type
Mcavernosa32443	T	TNF receptor-associated factor
Mcavernosa32429	T	fibroblast growth factor
Mcavernosa32445	G	Inherit from euNOG: solute carrier family 17
Mcavernosa32444	S	Pao retrotransposon peptidase 
Mcavernosa32454	Z	dynein, axonemal, heavy chain
Mcavernosa32456	Z	Dynein, axonemal, heavy chain 7
Mcavernosa32455	Z	dynein, axonemal, heavy chain 7
Mcavernosa32465	S	NA
Mcavernosa32474	M	ANK
Mcavernosa32476	S	XK, Kell blood group complex subunit-related family, member
Mcavernosa32475	S	XK, Kell blood group complex subunit-related family, member
Mcavernosa32471	I	synthetase
Mcavernosa32479	T	serum glucocorticoid regulated kinase
Mcavernosa32480	T	serum glucocorticoid regulated kinase
Mcavernosa32478	C	PIH1 domain containing
Mcavernosa32473	M	ANK
Mcavernosa32495	S	SCP
Mcavernosa32491	L	DNA primase large subunit
Mcavernosa32482	S	integrator complex subunit 2
Mcavernosa32494	S	NA
Mcavernosa32492	U	lysosomal cobalamin transporter. Required to export cobalamin from lysosomes allowing its conversion to cofactors (By similarity)
Mcavernosa32486	K	kruppel-like factor
Mcavernosa32484	S	Meckel syndrome, type 1
Mcavernosa32485	E	ornithine decarboxylase
Mcavernosa32489	S	SCP
Mcavernosa32502	P	glutathione gammaglutamylcysteinyltransferase
Mcavernosa32498	F	Carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase
Mcavernosa32505	K	Zinc finger protein
Mcavernosa32501	Z	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain (By similarity)
Mcavernosa32504	Z	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain (By similarity)
Mcavernosa32503	T	failed axon connections homolog (Drosophila)
Mcavernosa32500	S	Chromosome 6 open reading frame 62
Mcavernosa32507	T	Signal peptide, CUB domain, EGF-like
Mcavernosa32497	G	Solute carrier family 2 (Facilitated glucose transporter) member
Mcavernosa32496	S	NA
Mcavernosa32506	P	acid-sensing (proton-gated) ion channel
Mcavernosa18170	K	Zinc finger protein
Mcavernosa18169	T	Calcium-binding EGF domain
Mcavernosa18178	S	Berardinelli-Seip congenital lipodystrophy 2 (seipin)
Mcavernosa18182	G	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase
Mcavernosa18181	G	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase
Mcavernosa18183	G	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase
Mcavernosa18184	T	receptor
Mcavernosa18187	S	chromosome 20 open reading frame 26
Mcavernosa18186	S	chromosome 20 open reading frame 26
Mcavernosa18188	T	Low density lipoprotein receptor-related protein
Mcavernosa18193	F	Nucleoside-triphosphatase, cancer-related
Mcavernosa18192	T	leucine rich repeat containing 57
Mcavernosa18194	T	leucine rich repeat containing 57
Mcavernosa18204	T	Progestin and adipoQ receptor family member
Mcavernosa18206	U	Anoctamin
Mcavernosa18197	S	tetratricopeptide repeat domain 36
Mcavernosa18211	Q	ATP-binding cassette, sub-family C (CFTR MRP), member
Mcavernosa18213	G	ribokinase
Mcavernosa18207	U	Anoctamin
Mcavernosa18214	S	sulfatase modifying factor 2
Mcavernosa18209	S	sulfatase modifying factor 2
Mcavernosa18208	L	REV1, polymerase (DNA directed)
Mcavernosa18210	T	Leucine rich repeat containing 23
Mcavernosa18215	T	Leucine rich repeat containing 23
Mcavernosa18212	S	polyhomeotic homolog
Mcavernosa18223	S	NA
Mcavernosa18224	T	heparan sulfate proteoglycan 2
Mcavernosa18220	J	Phenylalanyl-tRNA synthetase, beta
Mcavernosa18226	T	heparan sulfate proteoglycan 2
Mcavernosa18225	T	heparan sulfate proteoglycan 2
Mcavernosa18218	E, I	short chain dehydrogenase reductase family 42E, member 1
Mcavernosa18242	S	NA
Mcavernosa18240	S	NA
Mcavernosa18254	O	Tubulin folding cofactor E-like
Mcavernosa18247	G	UDP-Gal betaGlcNAc beta 1,4- galactosyltransferase, polypeptide
Mcavernosa18250	V	Protein tyrosine phosphatase, mitochondrial 1
Mcavernosa18257	O	Tubulin folding cofactor E-like
Mcavernosa18256	O	Tubulin folding cofactor E-like
Mcavernosa18267	Z	actin-related protein
Mcavernosa18264	A	smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans)
Mcavernosa18261	S	THAP
Mcavernosa18265	W	pregnancy-associated plasma protein A, pappalysin 1
Mcavernosa18271	U	tRNA methyltransferase 10 homolog
Mcavernosa18263	S	YqaJ-like viral recombinase domain
Mcavernosa18277	T	kelch-like
Mcavernosa18279	J	ribosomal protein
Mcavernosa18278	K	activating signal cointegrator 1 complex subunit
Mcavernosa18283	U	clathrin light chain
Mcavernosa18272	O	beta' subunit
Mcavernosa18282	E	X-prolyl aminopeptidase (aminopeptidase P) 3
Mcavernosa18280	A	WD repeat domain 46
Mcavernosa18273	S	suppressor of cancer cell invasion
Mcavernosa18281	M	ankyrin repeat
Mcavernosa18294	U	Transmembrane protein 115
Mcavernosa18295	K	zinc finger
Mcavernosa18284	A	Helicase with zinc finger
Mcavernosa18292	A	Helicase with zinc finger
Mcavernosa18285	A	Helicase with zinc finger
Mcavernosa18298	A	Far upstream element (FUSE) binding protein
Mcavernosa18304	T	SH3-domain GRB2-like endophilin
Mcavernosa18302	S	Inherit from KOG: Retrotransposon protein
Mcavernosa18297	E	Aminotransferase class I and II
Mcavernosa18296	U	syntaxin binding protein
Mcavernosa18301	Z	outer dense fiber of sperm tails 2
Mcavernosa18305	U	solute carrier family 18, subfamily B, member 1
Mcavernosa18309	S	NA
Mcavernosa18311	S	testis expressed 26
Mcavernosa18319	S	Inherit from NOG: Conserved hypothetical, protein
Mcavernosa18320	U	Nedd4 family interacting protein
Mcavernosa18325	S	family with sequence similarity 114, member
Mcavernosa18323	C	D-arabinono-1,4-lactone oxidase 
Mcavernosa18316	S	Inherit from NOG: Conserved hypothetical, protein
Mcavernosa18313	S	Inherit from NOG: Conserved hypothetical, protein
Mcavernosa18321	C	D-arabinono-1,4-lactone oxidase 
Mcavernosa18327	C	D-arabinono-1,4-lactone oxidase 
Mcavernosa18326	A	PCF11, cleavage and polyadenylation factor subunit, homolog (S. cerevisiae)
Mcavernosa18338	S	NA
Mcavernosa18353	T	Phosphatidylinositol4,5-bisphosphate 3-kinase catalytic subunit
Mcavernosa18350	S	WD repeat domain 70
Mcavernosa18343	S	family with sequence similarity 132, member
Mcavernosa18345	S	WD repeat domain 70
Mcavernosa18359	K	oncogene
Mcavernosa18358	S	centrosomal protein 19kDa
Mcavernosa18360	T	rho guanine nucleotide exchange factor
Mcavernosa18364	S	Nephronophthisis 4
Mcavernosa18368	U	Adaptor-related protein complex 2, mu 1 subunit
Mcavernosa18372	L	UPF0392 protein
Mcavernosa18370	T	scavenger receptor class B, member
Mcavernosa18369	S	Inherit from NOG: Plant protein of unknown function (DUF946)
Mcavernosa18374	Q	ATP-binding cassette, sub-family G (WHITE), member
Mcavernosa18367	S	Nephronophthisis 4
Mcavernosa18371	E, G	(Alpha (1,3) fucosyltransferase
Mcavernosa18373	O	26S protease regulatory subunit
Mcavernosa18396	Z	DIX domain containing 1
Mcavernosa18381	W	glycosylphosphatidylinositol specific phospholipase D1
Mcavernosa18394	E	Endothelin converting enzyme
Mcavernosa18385	S	OAF homolog (Drosophila)
Mcavernosa18390	G	chondroitin sulfate
Mcavernosa18383	S	NA
Mcavernosa18382	K	Pbx knotted 1 homeobox
Mcavernosa18392	P	solute carrier family 39 (zinc transporter), member
Mcavernosa18402	D	serine threonine protein kinase
Mcavernosa18398	P	solute carrier family 39 (zinc transporter), member
Mcavernosa18399	K	PR domain containing 14
Mcavernosa18404	G	dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)
Mcavernosa18400	E	nitrilase
Mcavernosa18417	S	Pfam:Cut8
Mcavernosa18405	Z	NA
Mcavernosa18416	S	kiaa1407
Mcavernosa18419	F	Ectonucleoside triphosphate diphosphohydrolase
Mcavernosa18410	Z	Dynein, axonemal heavy chain
Mcavernosa18406	Z	NA
Mcavernosa18407	Z	Dynein heavy chain, N-terminal region 1
Mcavernosa18415	Z	dynein, axonemal, heavy chain
Mcavernosa18412	Z	Dynein, axonemal, heavy chain
Mcavernosa18414	Z	Dynein, axonemal, heavy chain
Mcavernosa18421	T	myeloid differentiation primary response
Mcavernosa18423	D	caspase 9, apoptosis-related cysteine peptidase
Mcavernosa18437	T	phosphatidylinositol-4-phosphate 5-kinase
Mcavernosa18426	U	importin subunit alpha
Mcavernosa18429	T	Rho GTPase activating protein 27
Mcavernosa18433	T	Rho GTPase activating protein 12
Mcavernosa18427	U	importin subunit alpha
Mcavernosa18438	O	STT3, subunit of the oligosaccharyltransferase complex, homolog
Mcavernosa18430	U	importin subunit alpha
Mcavernosa18428	T	Rho gtpase activating protein
Mcavernosa18439	Q	williams Beuren syndrome chromosome region
Mcavernosa18441	T	to tyrosine kinase receptor
Mcavernosa18442	T	Fibroblast growth factor receptor
Mcavernosa18440	T	Fibroblast growth factor receptor
Mcavernosa18445	T, V	mannose receptor, C type
Mcavernosa18444	S	NA
Mcavernosa18454	O	DnaJ (Hsp40) homolog, subfamily C, member 21
Mcavernosa18463	T	Inherit from opiNOG: EF hand domain protein
Mcavernosa18458	C	This is a component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is part of the mitochondrial respiratory chain. This protein may mediate formation of the complex between cytochromes c and c1 (By similarity)
Mcavernosa18459	K	DNA-directed RNA Polymerase
Mcavernosa18457	S	coiled-coil domain containing 39
Mcavernosa18453	S	chromosome 17 open reading frame 105
Mcavernosa18460	T	mcf.2 cell line derived transforming sequence-like
Mcavernosa18455	U	adaptor-related protein complex 1 sigma
Mcavernosa18464	T	Poly (ADP-ribose) glycohydrolase
Mcavernosa18470	U, Y	importin
Mcavernosa18469	U, Y	importin
Mcavernosa18466	U, Y	importin
Mcavernosa18480	G	beta 1,3-galactosyltransferase-like
Mcavernosa18474	T	down syndrome cell adhesion molecule
Mcavernosa18489	G	beta 1,3-galactosyltransferase-like
Mcavernosa18492	G	beta 1,3-galactosyltransferase-like
Mcavernosa18494	T	Positively regulates the activity of the minus-end directed microtubule motor protein dynein. May enhance dynein- mediated microtubule sliding by targeting dynein to the microtubule plus end. Required for
Mcavernosa18487	S	XK, Kell blood group complex subunit-related family, member
Mcavernosa18490	S	Heme binding protein 2
Mcavernosa18493	S	Heme binding protein 2
Mcavernosa18495	S	WD repeat domain 66
Mcavernosa18482	T	ribosomal protein S6 kinase
Mcavernosa18481	S	F-box protein 22
Mcavernosa18502	L	X-ray repair complementing defective repair in Chinese hamster cells 1
Mcavernosa18496	S	WD repeat domain 66
Mcavernosa18497	Z	Kinesin family member
Mcavernosa18509	S	Reverse transcriptase (RNA-dependent DNA polymerase)
Mcavernosa18507	S	NA
Mcavernosa18515	J	Aminoacyl tRNA synthetase complex-interacting multifunctional protein 1
Mcavernosa18513	T	Tuberous sclerosis 1
Mcavernosa18510	S	NA
Mcavernosa18514	F	HD domain-containing protein
Mcavernosa18517	U	adaptor-related protein complex 3, mu
